server,timestamp,elapsed_s,goodput_bps,goodput_mbps,bytes_acked,snd_cwnd,rtt_us,rtt_ms,rttvar_us,retransmits,total_retrans,lost,pacing_rate,delivery_rate,snd_ssthresh,cc_algo
speed.mymanga.pro:9215,1773107012.1877227,7.105,24819365.78106718,24.81936578106718,15132814,1784,436308,436.308,984,672,1478,672,18446744073709551615,2991562,892,mycc
speed.mymanga.pro:9215,1773107013.2205186,8.138,31898313.893845137,31.89831389384514,19250870,1784,480719,480.719,6045,0,1592,0,18446744073709551615,1965108,892,mycc
speed.mymanga.pro:9215,1773107015.0133724,9.931,20586619.687666144,20.586619687666143,23864470,1784,335598,335.598,888,623,2557,623,18446744073709551615,3562232,892,mycc
speed.mymanga.pro:9215,1773107016.228491,11.146,41084514.782812074,41.08451478281207,30104790,1785,472441,472.441,1081,83,2641,83,18446744073709551615,5038104,892,mycc
speed.mymanga.pro:9215,1773107017.4045653,12.322,28985380.40745514,28.98538040745514,34365910,1785,345030,345.03,4281,0,2835,0,18446744073709551615,1130878,892,mycc
speed.mymanga.pro:9215,1773107018.841893,13.76,26971342.768170793,26.971342768170793,39211742,1786,428435,428.435,18357,100,3322,100,18446744073709551615,4678158,893,mycc
speed.mymanga.pro:9215,1773107020.3372226,15.255,27861554.727361407,27.86155472736141,44419518,1786,503637,503.637,10695,11,3573,11,18446744073709551615,2813330,893,mycc
speed.mymanga.pro:9215,1773107021.7321434,16.65,30486788.360038985,30.486788360038986,49735350,1786,468022,468.022,2884,69,4175,69,18446744073709551615,4311225,893,mycc
speed.mymanga.pro:9215,1773107023.3663313,18.284,31940943.159058698,31.940943159058698,56260038,1786,375873,375.873,41121,44,5135,44,18446744073709551615,2336606,893,mycc
speed.mymanga.pro:9215,1773107024.3946698,19.312,22619666.122662622,22.619666122662622,59167622,1786,420211,420.211,2608,338,5855,338,18446744073709551615,3578510,893,mycc
speed.mymanga.pro:9215,1773107026.0819175,21.0,32199752.46598265,32.19975246598265,65958742,1786,376808,376.808,16744,37,6676,37,18446744073709551615,2252121,893,mycc
speed.mymanga.pro:9215,1773107027.1742303,22.092,21541199.3013001,21.5411993013001,68899958,1786,495082,495.082,2390,341,7408,341,18446744073709551615,3634760,893,mycc
speed.mymanga.pro:9215,1773107029.0632708,23.981,20634899.366372973,20.634899366372974,73772478,1786,337495,337.495,22919,177,8338,177,18446744073709551615,1107852,893,mycc
speed.mymanga.pro:9215,1773107030.2375646,25.155,31981203.84495137,31.98120384495137,78466894,1786,489405,489.405,2642,143,9059,143,18446744073709551615,3967383,893,mycc
speed.mymanga.pro:9215,1773107031.9091845,26.827,22854497.11389843,22.85449711389843,83242398,1786,357474,357.474,581,51,9579,51,18446744073709551615,1147569,893,mycc
speed.mymanga.pro:9215,1773107033.4256935,28.343,38467674.00806578,38.467674008065785,90534470,1786,328010,328.01,1375,0,10401,0,18446744073709551615,1846611,893,mycc
speed.mymanga.pro:9215,1773107034.557715,29.475,22512648.07244755,22.51264807244755,93720070,1786,490745,490.745,8442,1,10584,1,18446744073709551615,5364399,893,mycc
speed.mymanga.pro:9215,1773107035.617743,30.535,40094455.00112279,40.09445500112279,99032726,1786,495494,495.494,603,1,10602,1,18446744073709551615,4073067,893,mycc
speed.mymanga.pro:9215,1773107036.9639757,31.882,28266614.930704974,28.266614930704975,103789406,1786,457937,457.937,1806,152,10755,152,18446744073709551615,4614654,893,mycc
speed.mymanga.pro:9215,1773107038.0229993,32.941,30288366.976585295,30.288366976585294,107798918,1786,323507,323.507,1381,27,11000,27,18446744073709551615,916804,893,mycc
speed.mymanga.pro:9215,1773107039.2954242,34.213,20273981.799762674,20.273981799762673,111023558,1786,413818,413.818,16259,1,11125,1,18446744073709551615,2206305,893,mycc
speed.mymanga.pro:9215,1773107040.4681056,35.386,20201443.78607981,20.20144378607981,113984790,1786,499519,499.519,804,446,11573,446,18446744073709551615,3332453,893,mycc
speed.mymanga.pro:9215,1773107041.6885605,36.606,31225392.2893182,31.2253922893182,118748438,1786,343716,343.716,1233,629,12443,629,18446744073709551615,3805987,893,mycc
speed.mymanga.pro:9215,1773107043.2437239,38.161,21211445.916442376,21.211445916442376,122871846,1787,464837,464.837,646,241,12687,241,18446744073709551615,4390275,893,mycc
speed.mymanga.pro:9215,1773107044.8594081,39.777,27438232.085057694,27.438232085057695,128413286,1787,551530,551.53,2103,130,13417,130,18446744073709551615,4146615,893,mycc
speed.mymanga.pro:9215,1773107046.3157496,41.233,25501095.636705168,25.501095636705166,133055574,1787,482882,482.882,2997,107,14213,107,18446744073709551615,4114005,893,mycc
speed.mymanga.pro:9215,1773107047.9412289,42.859,31762871.725490827,31.76287172549083,139509310,1787,348016,348.016,26401,62,15056,62,18446744073709551615,2122794,893,mycc
